2024-05-01 09:00:14,572 INFO    StreamThr :1549881 [internal.py:wandb_internal():86] W&B internal server running at pid: 1549881, started at: 2024-05-01 09:00:14.571491
2024-05-01 09:00:14,573 DEBUG   HandlerThread:1549881 [handler.py:handle_request():146] handle_request: status
2024-05-01 09:00:14,575 INFO    WriterThread:1549881 [datastore.py:open_for_write():87] open: /raid/home/automathon_2024/account22/Desktop/Getting Started/automathon-2024/wandb/run-20240501_090014-86hfkq73/run-86hfkq73.wandb
2024-05-01 09:00:14,576 DEBUG   SenderThread:1549881 [sender.py:send():379] send: header
2024-05-01 09:00:14,576 DEBUG   SenderThread:1549881 [sender.py:send():379] send: run
2024-05-01 09:00:14,943 INFO    SenderThread:1549881 [dir_watcher.py:__init__():211] watching files in: /raid/home/automathon_2024/account22/Desktop/Getting Started/automathon-2024/wandb/run-20240501_090014-86hfkq73/files
2024-05-01 09:00:14,943 INFO    SenderThread:1549881 [sender.py:_start_run_threads():1124] run started: 86hfkq73 with start time 1714546814.571015
2024-05-01 09:00:14,949 DEBUG   HandlerThread:1549881 [handler.py:handle_request():146] handle_request: check_version
2024-05-01 09:00:14,949 DEBUG   SenderThread:1549881 [sender.py:send_request():406] send_request: check_version
2024-05-01 09:00:15,045 DEBUG   HandlerThread:1549881 [handler.py:handle_request():146] handle_request: run_start
2024-05-01 09:00:15,051 DEBUG   HandlerThread:1549881 [system_info.py:__init__():26] System info init
2024-05-01 09:00:15,051 DEBUG   HandlerThread:1549881 [system_info.py:__init__():41] System info init done
2024-05-01 09:00:15,051 INFO    HandlerThread:1549881 [system_monitor.py:start():194] Starting system monitor
2024-05-01 09:00:15,051 INFO    SystemMonitor:1549881 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-01 09:00:15,051 INFO    HandlerThread:1549881 [system_monitor.py:probe():214] Collecting system info
2024-05-01 09:00:15,052 INFO    SystemMonitor:1549881 [interfaces.py:start():190] Started cpu monitoring
2024-05-01 09:00:15,052 INFO    SystemMonitor:1549881 [interfaces.py:start():190] Started disk monitoring
2024-05-01 09:00:15,053 INFO    SystemMonitor:1549881 [interfaces.py:start():190] Started gpu monitoring
2024-05-01 09:00:15,054 INFO    SystemMonitor:1549881 [interfaces.py:start():190] Started memory monitoring
2024-05-01 09:00:15,055 INFO    SystemMonitor:1549881 [interfaces.py:start():190] Started network monitoring
2024-05-01 09:00:15,110 DEBUG   HandlerThread:1549881 [system_info.py:probe():150] Probing system
2024-05-01 09:00:15,112 DEBUG   HandlerThread:1549881 [system_info.py:_probe_git():135] Probing git
2024-05-01 09:00:15,117 DEBUG   HandlerThread:1549881 [system_info.py:_probe_git():143] Probing git done
2024-05-01 09:00:15,117 DEBUG   HandlerThread:1549881 [system_info.py:probe():198] Probing system done
2024-05-01 09:00:15,117 DEBUG   HandlerThread:1549881 [system_monitor.py:probe():223] {'os': 'Linux-5.4.0-153-generic-x86_64-with-glibc2.31', 'python': '3.10.13', 'heartbeatAt': '2024-05-01T07:00:15.110896', 'startedAt': '2024-05-01T07:00:14.568070', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/raid/home/automathon_2024/account22/Desktop/Getting Started/automathon-2024/./run.py', 'codePathLocal': 'run.py', 'codePath': 'run.py', 'git': {'remote': 'https://github.com/OussamaZAIBI/automathon-2024.git', 'commit': 'c59f3189e7b22f1ac31d6be02675093156d2afd2'}, 'email': None, 'root': '/raid/home/automathon_2024/account22/Desktop/Getting Started/automathon-2024', 'host': 'dgxa100', 'username': 'account22', 'executable': '/usr/bin/python3.10', 'cpu_count': 64, 'cpu_count_logical': 128, 'cpu_freq': {'current': 2097.52146875, 'min': 1500.0, 'max': 2250.0}, 'cpu_freq_per_core': [{'current': 3349.871, 'min': 1500.0, 'max': 2250.0}, {'current': 3336.534, 'min': 1500.0, 'max': 2250.0}, {'current': 3353.158, 'min': 1500.0, 'max': 2250.0}, {'current': 3343.458, 'min': 1500.0, 'max': 2250.0}, {'current': 1790.705, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.902, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.529, 'min': 1500.0, 'max': 2250.0}, {'current': 1791.856, 'min': 1500.0, 'max': 2250.0}, {'current': 1798.232, 'min': 1500.0, 'max': 2250.0}, {'current': 1792.378, 'min': 1500.0, 'max': 2250.0}, {'current': 1798.104, 'min': 1500.0, 'max': 2250.0}, {'current': 1797.565, 'min': 1500.0, 'max': 2250.0}, {'current': 1796.334, 'min': 1500.0, 'max': 2250.0}, {'current': 1796.96, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.683, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.922, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.603, 'min': 1500.0, 'max': 2250.0}, {'current': 1790.799, 'min': 1500.0, 'max': 2250.0}, {'current': 1631.742, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.455, 'min': 1500.0, 'max': 2250.0}, {'current': 1736.257, 'min': 1500.0, 'max': 2250.0}, {'current': 1736.065, 'min': 1500.0, 'max': 2250.0}, {'current': 1737.583, 'min': 1500.0, 'max': 2250.0}, {'current': 1865.205, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.181, 'min': 1500.0, 'max': 2250.0}, {'current': 1792.455, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.297, 'min': 1500.0, 'max': 2250.0}, {'current': 1792.932, 'min': 1500.0, 'max': 2250.0}, {'current': 2448.204, 'min': 1500.0, 'max': 2250.0}, {'current': 1736.288, 'min': 1500.0, 'max': 2250.0}, {'current': 1739.222, 'min': 1500.0, 'max': 2250.0}, {'current': 1735.111, 'min': 1500.0, 'max': 2250.0}, {'current': 1445.648, 'min': 1500.0, 'max': 2250.0}, {'current': 1780.924, 'min': 1500.0, 'max': 2250.0}, {'current': 1750.663, 'min': 1500.0, 'max': 2250.0}, {'current': 2184.435, 'min': 1500.0, 'max': 2250.0}, {'current': 1792.665, 'min': 1500.0, 'max': 2250.0}, {'current': 1790.847, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.891, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.479, 'min': 1500.0, 'max': 2250.0}, {'current': 1795.0, 'min': 1500.0, 'max': 2250.0}, {'current': 1795.525, 'min': 1500.0, 'max': 2250.0}, {'current': 2827.713, 'min': 1500.0, 'max': 2250.0}, {'current': 1795.379, 'min': 1500.0, 'max': 2250.0}, {'current': 2583.253, 'min': 1500.0, 'max': 2250.0}, {'current': 1695.555, 'min': 1500.0, 'max': 2250.0}, {'current': 1707.257, 'min': 1500.0, 'max': 2250.0}, {'current': 2185.331, 'min': 1500.0, 'max': 2250.0}, {'current': 2049.264, 'min': 1500.0, 'max': 2250.0}, {'current': 1795.154, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.702, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.155, 'min': 1500.0, 'max': 2250.0}, {'current': 1751.497, 'min': 1500.0, 'max': 2250.0}, {'current': 2283.733, 'min': 1500.0, 'max': 2250.0}, {'current': 2012.38, 'min': 1500.0, 'max': 2250.0}, {'current': 1753.063, 'min': 1500.0, 'max': 2250.0}, {'current': 3362.659, 'min': 1500.0, 'max': 2250.0}, {'current': 1689.117, 'min': 1500.0, 'max': 2250.0}, {'current': 1688.861, 'min': 1500.0, 'max': 2250.0}, {'current': 1687.121, 'min': 1500.0, 'max': 2250.0}, {'current': 1751.798, 'min': 1500.0, 'max': 2250.0}, {'current': 1780.694, 'min': 1500.0, 'max': 2250.0}, {'current': 1752.213, 'min': 1500.0, 'max': 2250.0}, {'current': 1755.125, 'min': 1500.0, 'max': 2250.0}, {'current': 3336.95, 'min': 1500.0, 'max': 2250.0}, {'current': 3329.053, 'min': 1500.0, 'max': 2250.0}, {'current': 3339.494, 'min': 1500.0, 'max': 2250.0}, {'current': 3326.586, 'min': 1500.0, 'max': 2250.0}, {'current': 2352.745, 'min': 1500.0, 'max': 2250.0}, {'current': 2323.778, 'min': 1500.0, 'max': 2250.0}, {'current': 2282.119, 'min': 1500.0, 'max': 2250.0}, {'current': 2122.635, 'min': 1500.0, 'max': 2250.0}, {'current': 1622.75, 'min': 1500.0, 'max': 2250.0}, {'current': 1796.233, 'min': 1500.0, 'max': 2250.0}, {'current': 1795.388, 'min': 1500.0, 'max': 2250.0}, {'current': 1791.157, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.412, 'min': 1500.0, 'max': 2250.0}, {'current': 1795.369, 'min': 1500.0, 'max': 2250.0}, {'current': 2850.711, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.053, 'min': 1500.0, 'max': 2250.0}, {'current': 1731.903, 'min': 1500.0, 'max': 2250.0}, {'current': 1729.117, 'min': 1500.0, 'max': 2250.0}, {'current': 1734.792, 'min': 1500.0, 'max': 2250.0}, {'current': 2053.753, 'min': 1500.0, 'max': 2250.0}, {'current': 1792.523, 'min': 1500.0, 'max': 2250.0}, {'current': 1795.642, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.884, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.691, 'min': 1500.0, 'max': 2250.0}, {'current': 1791.796, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.262, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.036, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.569, 'min': 1500.0, 'max': 2250.0}, {'current': 1796.702, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.336, 'min': 1500.0, 'max': 2250.0}, {'current': 1659.48, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.518, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.32, 'min': 1500.0, 'max': 2250.0}, {'current': 1783.078, 'min': 1500.0, 'max': 2250.0}, {'current': 1796.358, 'min': 1500.0, 'max': 2250.0}, {'current': 2195.751, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.547, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.204, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.954, 'min': 1500.0, 'max': 2250.0}, {'current': 1656.128, 'min': 1500.0, 'max': 2250.0}, {'current': 1653.026, 'min': 1500.0, 'max': 2250.0}, {'current': 1649.338, 'min': 1500.0, 'max': 2250.0}, {'current': 1654.23, 'min': 1500.0, 'max': 2250.0}, {'current': 1661.948, 'min': 1500.0, 'max': 2250.0}, {'current': 2338.39, 'min': 1500.0, 'max': 2250.0}, {'current': 1728.298, 'min': 1500.0, 'max': 2250.0}, {'current': 1727.505, 'min': 1500.0, 'max': 2250.0}, {'current': 1539.098, 'min': 1500.0, 'max': 2250.0}, {'current': 2324.779, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.822, 'min': 1500.0, 'max': 2250.0}, {'current': 1796.365, 'min': 1500.0, 'max': 2250.0}, {'current': 1793.32, 'min': 1500.0, 'max': 2250.0}, {'current': 1794.905, 'min': 1500.0, 'max': 2250.0}, {'current': 1796.368, 'min': 1500.0, 'max': 2250.0}, {'current': 1661.866, 'min': 1500.0, 'max': 2250.0}, {'current': 1656.222, 'min': 1500.0, 'max': 2250.0}, {'current': 3287.63, 'min': 1500.0, 'max': 2250.0}, {'current': 1556.708, 'min': 1500.0, 'max': 2250.0}, {'current': 1495.945, 'min': 1500.0, 'max': 2250.0}, {'current': 1679.587, 'min': 1500.0, 'max': 2250.0}, {'current': 1702.837, 'min': 1500.0, 'max': 2250.0}, {'current': 1685.435, 'min': 1500.0, 'max': 2250.0}, {'current': 1882.742, 'min': 1500.0, 'max': 2250.0}, {'current': 1724.261, 'min': 1500.0, 'max': 2250.0}], 'disk': {'/': {'total': 1757.8785285949707, 'used': 378.40246200561523}}, 'memory': {'total': 503.7273750305176}}
2024-05-01 09:00:15,117 INFO    HandlerThread:1549881 [system_monitor.py:probe():224] Finished collecting system info
2024-05-01 09:00:15,117 INFO    HandlerThread:1549881 [system_monitor.py:probe():227] Publishing system info
2024-05-01 09:00:15,118 INFO    HandlerThread:1549881 [system_monitor.py:probe():229] Finished publishing system info
2024-05-01 09:00:15,120 DEBUG   SenderThread:1549881 [sender.py:send():379] send: files
2024-05-01 09:00:15,120 INFO    SenderThread:1549881 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-01 09:00:15,257 DEBUG   HandlerThread:1549881 [handler.py:handle_request():146] handle_request: python_packages
2024-05-01 09:00:15,258 DEBUG   SenderThread:1549881 [sender.py:send_request():406] send_request: python_packages
2024-05-01 09:00:15,258 DEBUG   HandlerThread:1549881 [handler.py:handle_request():146] handle_request: stop_status
2024-05-01 09:00:15,258 DEBUG   SenderThread:1549881 [sender.py:send_request():406] send_request: stop_status
